id;Kanji;Grade;"Reading within Joyo";"Reading beyond Joyo";"On within Joyo";"Translation of On";"Kun within Joyo";"Translation of Kun";Left1sound;Left2sound;Left3sound;Left4sound;Left5sound;Left6sound;Right1sound;Right2sound;Right3sound;Right4sound;Right5sound;Right6sound;Right7sound
210;各;4;カク、おのおの;;kaku;each;onoono;"each, every, either, respectively";kaku;kaQ;onoono;;;;;;;;;;
466;軍;4;グン;いくさ;gun;"army, force, troops";-;-;gun;;;;;;gun;;;;;;
467;郡;4;グン;こおり、ごおり;gun;"county, district";-;-;gun;;;;;;;;;;;;
980;笑;4;ショウ、わら-う、え-む;;shoo;laughter;"wara(u), e(mu)";"laugh, smile; ridicule; be in full bloom. smile, bloom; split, open, crack ";e;syoo;;;;;syoo;;;;;;
725;昨;4;サク;きのう;saku;"the past; yesterday, last (year)";-;-;saku;kinoo;saQ;;;;;;;;;;
981;唱;4;ショウ、とな-える;うた;shoo;"recite, chant; call upon; cry, yell (banzai); advocate, preach; quote (prices) ";tona(eru);"recite, chant; call upon; cry, yell (banzai); advocate, preach; quote (prices) ";syoo;;;;;;syoo;;;;;;
1495;努;4;ド、つと-める;;do;"serve, fill a post, serve under; exert oneself, endeavor, work, be diligent; play (the part of) ";tsuto(meru);"serve, fill a post, serve under; exert oneself, endeavor, work, be diligent; play (the part of) ";do;;;;;;;;;;;;
473;径;4;ケイ;みち;kei;"path; diameter; method";-;-;;;;;;;kei;;;;;;
2009;養;4;ヨウ、やしな-う;;yoo;"bring up, rear; adopt, foster; support; promote (health); cultivate, develop";yashina(u);"bring up, rear; adopt, foster; support; promote (health); cultivate, develop";yoo;;;;;;yoo;;;;;;
218;覚;4;カク、おぼ-える、さ-ます、さ-める;;kaku;"remember, memorize; learn, perceive; feel, experience, know; expect";"obo(eru), sa(masu), sa(meru)";"remember, memorize; learn, perceive; feel, experience, know; expect; awake, wake up; be disillusioned; sober up";kaku;obo;;;;;kaku;gaku;;;;;
476;型;4;ケイ、かた;;kei;"model, mold, matrix, impression; style, type, pattern, make; set form; usage";kata;"model, mold, matrix, impression; style, type, pattern, make; set form; usage";kei;kata;;;;;gata;kei;;;;;
1500;灯;4;トウ、ひ;ドン、ともしび、あかし;too;"lamp, light; counter for lights";hi;"a light";too;tomosibi;;;;;too;don;doo;akasi;;;
734;札;4;サツ、ふだ;;satsu;"paper money, counter for bonds, etc";fuda;"tag, placard; name plate; check; charm, (playing) card; tender, bid";huda;satu;;;;;satu;huda;;;;;
990;焼;4;ショウ、や-く、や-ける;;shoo;burning;"ya(ku), ya(keru)";"set fire to, burn, fire; bake, roast (over a fire), toast, broil, parch; char, scorch, singe; cremate; print (photos); be envious of. be burnt, be burnt down; be roasted, be toasted, be grilled, be broiled; be scorched; be sunburnt; warm up, heat up (as a motor); be tarnished, fade; have heartburn; be jealous of; glow, be illuminated";syoo;ya;;;;;syoo;ya;;;;;
735;刷;4;サツ、す-る;はけ、ばけ;satsu;print;su(ru);print;saQ;hake;;;;;satu;zu;;;;;
2015;浴;4;ヨク、あ-びる、あ-びせる;;yoku;"bathe, be favored with; bask in ";"a(biru), a(biseru)";"bathe in, pour on oneself, bask in, be flooded with, be under (fire); be accused of, be charged with, expose oneself to, be subjected to, receive (applause). pour on; subject to, impute to, deluge with ";yoku;yoQ;;;;;yoku;;;;;;
738;殺;4;サツ、[サイ]、[セツ]、ころ-す;;"satsu, [sai], [setsu]";"kill, murder, butcher; waste (money); suppress (anger); hold (breath); put off, strike out ";koro(su);"kill, murder, butcher; waste (money); suppress (anger); hold (breath); put off, strike out ";satu;saQ;seQ;;;;satu;sai;;;;;
739;察;4;サツ;;satsu;"presume, surmise; judge; realize, understand; imaging, suppose; sympathize with ";-;-;saQ;;;;;;satu;;;;;;
996;象;4;ショウ、ゾウ;に;"shoo, 	zoo";"image; shape; sign (of the times). elephant";-;-;syoo;zoo;;;;;syoo;;;;;;
486;景;4;ケイ;キョウ、かげ;kei;"view, scene";-;-;kei;;;;;;kei;;;;;;
999;照;4;ショウ、て-る、て-らす、て-れる;;shoo;shine;"te(ru), te(rasu), te(reru)";"shine. shine on, shed light on, illuminate; compare with, be bashful";syoo;te;;;;;syoo;zyoo;;;;;
1767;副;4;フク;フ、そ、ぞ;fuku;"duplicate, copy; assistant, associate ";-;-;huku;huQ;;;;;huku;;;;;;
746;参;4;サン、まい-る;;san;"three; going; coming; visiting";mai(ru);"go; come; call, visit; visit a shrine; be defeated; be nonplussed; be madly in love; die ";san;;;;;;san;zan;;;;;
1005;賞;4;ショウ;;shoo;"prize, reward, praise";-;-;syoo;;;;;;syoo;;;;;;
750;産;4;サン、う-む、う-まれる、うぶ;;san;"childbirth; product; native (of a place); fortune, property ";"u(mu), u(mareru), ubu";"bear, give birth to, breed, spawn; produce, yield (interest). be born";san;ubu;;;;;san;zan;;;;;
1262;束;4;ソク、たば;つか、づか;soku;"bundle, sheaf, ream (of paper)";taba;"bundle, bunch, sheaf, coil";soku;;;;;;soku;taba;zoku;;;;
752;散;4;サン、ち-る、ち-らす、ち-らかす、ち-らかる;;san;"scatter, disperse; spend, squander; dispel, dissipate, chase away ";"chi(ru), chi(rasu), chi(rakasu), chi(rakaru)";"fall, scatter, be scattered, be shed; disperse; (rumor) spreads; run, spread, blur. dissipate (fog); dispel; take down or loosen (the hair); rout; distribute (handbills); distract (attention); splash on (a pattern). scatter (around), disarrange, leave untidy. lie scattered around, be in disorder ";san;;;;;;san;zan;;;;;
498;芸;4;ゲイ;ゲ;gei;"art, craft; artistic accomplishment; performance, acting; trick, stunt, feat";-;-;gei;;;;;;gei;;;;;;
1778;粉;4;フン、こ、こな;;fun;"dust, powder";ko,kona;"flour, meal, powder ";hun;kona;ko;;;;hun;pun;gona;ko;;;
756;残;4;ザン、のこ-る、のこ-す;;zan;"remainder; balance";"noko(ru), noko(su)";"remain, be left over; stay, linger; survive. leave behind; keep back; leave undone; reserve; save, amass; bequeath ";zan;;;;;;zan;;;;;;
2036;利;4;リ、き-く;と;ri;"advantage, benefit, gain; interest; victory";ki(ku);"take effect, do (a person) good; work, operate; tell (on one's strength); be available (bus or phone)";ri;ki;;;;;ri;;;;;;
1269;側;4;ソク、がわ;そば;soku;"lean to one side, oppose, look aside, regret";gawa;"a side; surroundings; (watch) case";soku;soQ;;;;;gawa;soku;soba;;;;
759;士;4;シ;;shi;"samurai; man, gentleman; scholar";-;-;si;;;;;;si;zi;;;;;
506;欠;4;ケツ、か-ける、か-く;あくび;ketsu;"lack, gap";"ka(keru), ka(ku)";"lack; break, crack, chip; neglect; fail in; omit; be broken (off), be chipped; lack, be missing; wane; be vacant (a position)";keQ;ketu;akubi;ka;;;ketu;;;;;;
763;氏;4;シ、うじ;;shi;"Mr.; family, clan ";uji;"clan; lineage, birth; surname";si;uzi;;;;;si;zi;uzi;;;;
1275;続;4;ゾク、つづ-く、つづ-ける;;zoku;"continuation, second series";"tsuzu(ku), tsuzu(keru)";"continue; be contiguous";zoku;zoQ;tu;;;;zoku;tu;;;;;
252;完;4;カン;;kan;"comletion, end";-;-;kan;;;;;;kan;;;;;;
1276;卒;4;ソツ;;sotsu;"graduate, soldier, private";-;-;sotu;soQ;;;;;sotu;;;;;;
2044;陸;4;リク;ロク、おか、くが;riku;land;-;-;riku;riQ;oka;;;;riku;;;;;;
765;史;4;シ;ふみ;shi;"history, chronicles; historian; book";-;-;si;;;;;;si;;;;;;
254;官;4;カン;;kan;"the Government, the authorities; the Court";-;-;kan;;;;;;kan;gan;;;;;
510;結;4;ケツ、むす-ぶ、ゆ-う、ゆ-わえる;ケチ;ketsu;"tie, bind; tie a knot; make (contracts, treaties, and friendships); join; finish, wind up; unite with; organize";"musu(bu), yu(u), yu(waeru)";"tie, bind; tie a knot; make (contracts, treaties, and friendships); join; finish, wind up; unite with; organize; do up (the hair); make (a braided fence); bind, fasten, tie up";keQ;ketu;yu;keti;;;ketu;musu;yu;;;;
766;司;4;シ;ス、ズ、つかさど、つかさ;shi;"official; government office";-;-;si;;;;;;si;zi;su;;;;
1790;兵;4;ヘイ、ヒョウ;つわもの;"hei, 	hyoo";"soldier, private; troops, army; warfare; arms; strategy, tactics";-;-;hei;hyoo;;;;;hei;pei;hyoo;byoo;tuwamono;;
512;潔;5;ケツ、いさぎよ-い;きよ;ketsu;"pure, clean, righteous; manly, gallant, sportsmanlike";isagiyo(i);"pure, clean, righteous; manly, gallant, sportsmanlike";keQ;;;;;;ketu;;;;;;
2048;略;5;リャク;ほぼ;ryaku;"abbreviation, abridgment; omission; outline ";-;-;ryaku;ryaQ;;;;;ryaku;;;;;;
1282;損;5;ソン、そこ-なう、そこ-ねる;;son;"loss; disadvantage, handicap";"soko(nau), soko(neru)";"harm, hurt, injure, damage, mar; lose, oppress";son;;;;;;son;zon;;;;;
515;件;5;ケン;;ken;"matter, case, item";-;-;ken;;;;;;ken;;;;;;
2051;留;5;リュウ、[ル]、と-める、と-まる;;"ryuu, [ru]";"stop, halt, stand still, pull up; cease, be interrupted, be discontinued; be choked; alight on, perch, roost; be held in position ";"to(meru), to(maru)";"stop, halt, stand still, pull up; cease, be interrupted, be discontinued; be choked; alight on, perch, roost; be held in position. check; allay (pain); fasten; turn off; detain; forbid to do; dissuade ";ryuu;ru;to;;;;ryuu;;;;;;
517;券;5;ケン;;ken;"ticket, coupon, bond, certificate";-;-;ken;;;;;;ken;;;;;;
775;志;5;シ、こころざ-す、こころざし;;shi;"record; shilling; will, intention, motive; determination; aim; ambition, hopes; gift; kindness; offering (Buddhist) ";"kokoroza(su), kokorozashi";"plan, intend, aim at, aspire to, resolve, determine. will, intention, motive; determination; aim; ambition, hopes; gift; kindness; offering (Buddhist) ";si;;;;;;si;;;;;;
8;圧;5;アツ;おさ;atsu;"press, oppress, dominate, overwhelm";-;-;aQ;atu;;;;;atu;;;;;;
1544;銅;5;ドウ;;doo;copper;-;-;doo;;;;;;doo;;;;;;
1545;導;5;ドウ、みちび-く;;doo;leading;michibi(ku);"guide, lead, conduct, usher";doo;;;;;;doo;;;;;;
781;枝;5;シ、えだ;;shi;"branch, bow, twig, limb";eda;"branch, bow, twig, limb";eda;si;;;;;zi;si;;;;;
1037;織;5;ショク、シキ、お-る;;"shoku, 	shiki";weaveing;o(ru);weave;o;syoQ;syoku;;;;siki;syoku;o;;;;
1038;職;5;ショク;;shoku;"employment, work, job, office";-;-;syoku;syoQ;;;;;syoku;;;;;;
528;険;5;ケン、けわ-しい;;ken;"inaccessible place, impregnable pass, strategic position; steep place; sharp (eyes); sinister (look)";kewa(shii);"steep; severe, angry";ken;;;;;;ken;;;;;;
1552;徳;5;トク;;toku;"virtue, goodness; good; gain; power to command respect";-;-;toku;toQ;;;;;toku;doku;;;;;
274;幹;5;カン、みき;;kan;"(tree) trunk";miki;"(tree) trunk";kan;;;;;;kan;;;;;;
531;検;5;ケン;;ken;investigation;-;-;ken;;;;;;ken;;;;;;
1555;独;5;ドク、ひと-り;;doku;alone;hito(ri);"alone, on one's own";doku;doQ;toQ;;;;doku;;;;;;
788;師;5;シ;;shi;"teacher, master; exemplary person; army; war";-;-;si;;;;;;si;zi;;;;;
1300;退;5;タイ、しりぞ-く、しりぞ-ける;び;tai;"retreat, withdraw; retire, resign";"shirizo(ku), shirizo(keru)";"retreat, withdraw; retire, resign. repel, drive away, expel; depose; keep away; reject, turn down";tai;;;;;;tai;;;;;;
277;慣;5;カン、な-れる、な-らす;;kan;"experience; become a habit";"na(reru), na(rasu)";"tame, charm (animals); train, exercise, drill; habituate, accustom to; get used to, become experienced; be tamed; get too familiar, mature";kan;;;;;;kan;;;;;;
1813;編;5;ヘン、あ-む;;hen;"compilation, editing; completed poem; a book; a part of a book ";a(mu);"knit, plait, braid, net, weave, twist, crochet; compile, edit, frame ";hen;a;;;;;hen;pen;;;;;
2069;領;5;リョウ;;ryoo;"dominion, territory possession, fief; suit (of armor) ";-;-;ryoo;;;;;;ryoo;;;;;;
1814;弁;5;ベン;わきま;ben;"braid. petal, valve. discrimination. speech, dialect; oratory ";-;-;ben;;;;;;ben;;;;;;
1818;保;5;ホ、たも-つ;やす;ho;guarantee;tamo(tsu);"keep, preserve, hold, retain, maintain; support, sustain; last, endure, keep well (food), wear well, be durable ";ho;;;;;;ho;po;;;;;
1307;貸;5;タイ、か-す;;tai;"lend; hire out, rent, lease; give credit to ";ka(su);"lend; hire out, rent, lease; give credit to ";ka;tai;;;;;tai;;;;;;
28;移;5;イ、うつ-る、うつ-す;;i;"move, change, shift, pass into, drift; soak in; be infected, catch (a cold); catch fire, spread";"utsu(ru), utsu(su)";"move, change, shift, pass into, drift; soak in; be infected, catch (a cold); catch fire, spread; transfer; pour into, divert(attention), give (a disease to someone)";i;;;;;;i;;;;;;
1310;態;5;タイ;わざ;tai;"condition, figure, appearance; voice (of verbs)";-;-;tai;;;;;;tai;dai;;;;;
799;資;5;シ;もと;shi;"resources, capital, funds; materials; data; quality, disposition; help ";-;-;si;;;;;;si;;;;;;
800;飼;5;シ、か-う;;shi;"raising (animals)";ka(u);"raise, keep, feed";si;ka;;;;;;;;;;;
1825;墓;5;ボ、はか;;bo;"grave, tomb";haka;"grave, tomb";bo;haka;;;;;bo;;;;;;
550;限;5;ゲン、かぎ-る;;gen;"limit, restrict, confine";kagi(ru);"limit, restrict, confine";gen;;;;;;gen;;;;;;
806;示;5;ジ、シ、しめ-す;;"ji, 	shi";indication;shime(su);"show, indicate, point out, give (an example), signify, display, express";si;zi;;;;;zi;si;;;;;
552;現;5;ゲン、あらわ-れる、あらわ-す;うつつ;gen;"present, exciting, actual";"arawa(reru), arawa(su)";"appear, emerge, come in sight, show up; be revealed, be discovered; be mentioned; become famous. show, indicate, display, prove, disclose, express; represent; distinguish oneself";gen;;;;;;gen;ututu;;;;;
297;眼;5;ガン、[ゲン]、まなこ;め;"gan, [gen]";"eye; look, gaze; notice, attention; viewpoint; discrimination, insight; experience; treatment; care, favor, pity; texture, weave; mesh; grain, square; sight, vision; tooth (of a saw); weight; eye (of a needle)";manako;eye;gan;me;;;;;gan;gen;manako;;;;
554;減;5;ゲン、へ-る、へ-らす;;gen;"decrease, decline";"he(ru), he(rasu)";"decrease, dwindle, subside; wear and tear; get hungry. reduce, decrease, shorten, curtail; be hungry";gen;;;;;;gen;;;;;;
812;似;5;ジ、に-る;;ji;resemble;ni(ru);resemble;ni;;;;;;zi;ni;;;;;
48;因;5;イン、よ-る;ちな;in;"cause, factor";yo(ru);"depend on, be limited to";in;;;;;;in;;;;;;
1587;任;5;ニン、まか-せる、まか-す;;nin;"duty, responsibility; office; mission; term ";"maka(seru), maka(su)";"entrust to, leave to ";nin;;;;;;nin;;;;;;
566;故;5;コ、ゆえ;ふる;ko;"reason, cause; circumstances";yue;"reason, cause; circumstances";ko;huru;;;;;ko;;;;;;
1846;報;5;ホウ、むく-いる;し;hoo;"news, report; reward, retribution ";muku(iru);"reward, compensate; repay; revenge ";hoo;;;;;;hoo;poo;;;;;
568;個;5;コ;カ;ko;"individual; article counter";-;-;ko;ka;;;;;ko;;;;;;
1848;豊;5;ホウ、ゆた-か;ブ;hoo;"abundant, rich, fruitful";yuta(ka);"abundant, rich, fruitful";hoo;;;;;;;;;;;;
827;識;5;シキ;;shiki;"know, discriminate, write";-;-;siki;;;;;;siki;;;;;;
1597;燃;5;ネン、も-える、も-やす、も-す;;nen;burn;"mo(eru), mo(yasu), mo(su)";"burn, blaze, glow";nen;;;;;;nen;;;;;;
1600;能;5;ノウ;ノ、あた、よ、た;noo;"ability, talent, skill, capacity; noh play, classical drama";-;-;noo;no;;;;;noo;;;;;;
321;基;5;キ、もと、もとい;;ki;"radical (in chemistry); counter for lanterns, wreaths, motors, silos, and heavy machines; foundation; fundamentals; basis";"moto, motoi";"basis, foundation, origin";ki;;;;;;ki;;;;;;
322;寄;5;キ、よ-る、よ-せる;;ki;"let approach, bring near; gather, collect, summon, muster; add up; push aside; attack; send a letter; contribute to; become dependent on, take refuge with";"yo(ru), yo(seru)";"let approach, bring near; gather, collect, summon, muster; add up; push aside; attack; send a letter; contribute to; become dependent on, take refuge with; approach; assemble; call at; come; lean toward; obey; lean on, depend on; conclude; be possessed (by devils); present (offerings)";ki;yo;;;;;yo;ki;;;;;
1858;防;5;ボウ、ふせ-ぐ;ホウ;boo;"defend, protect; resist; keep away, shut out, ward off; prevent";fuse(gu);"defend, protect; resist; keep away, shut out, ward off; prevent";boo;;;;;;boo;;;;;;
323;規;5;キ;ぶんまわし、のり、ただ;ki;"standard; measure";-;-;ki;;;;;;ki;gi;;;;;
1347;団;5;ダン、[トン];;"dan, [ton]";"body, group, corps, gang, party, company, troupe; circle";-;-;dan;don;;;;;dan;ton;;;;;
68;永;5;エイ、なが-い;;ei;"long, lengthy";naga(i);"long, lengthy";ei;;;;;;ei;naga;;;;;
838;質;5;シツ、シチ、[チ];ただ;"shitsu, shichi, [chi]";"substance, matter, quality, temperament. hostage, pawn, pledge, hock ";-;-;situ;siQ;siti;;;;situ;ziti;ti;siti;;;
1350;断;5;ダン、た-つ、ことわ-る;;dan;"decision, judgment; cutting";"ta(tsu), kotowa(ru)";"sever, cut off; shut off, interrupt; abstain from; eradicate; suppress. decline, refuse; apologize; give notice; warn; dismiss; prohibit ";dan;;;;;;dan;;;;;;
1607;破;5;ハ、やぶ-る、やぶ-れる;わ;ha;"tear, rip, rend; break, crush, destroy; violate, transgress; defeat; baffle, frustrate ";"yabu(ru), yabu(reru)";"tear, rip, rend; break, crush, destroy; violate, transgress; defeat; baffle, frustrate. be torn, rip open; be broken, burst; rupture, collapse; be worn out; be defeated; be frustrated ";ha;wa;;;;;pa;ha;;;;;
73;営;5;エイ、いとな-む;;ei;"camp, performing";itona(mu);"perform (ceremoies); build; conduct (business); follow (a profession), operate  (a store)";ei;;;;;;ei;;;;;;
586;護;5;ゴ;まも;go;"defend, protect; keep, observe, obey; abide by; stick to; be true to";-;-;go;;;;;;go;;;;;;
844;舎;5;シャ;;sha;"inn; hut, house, mansion";-;-;sya;;;;;;sya;zya;;;;;
77;衛;5;エイ;エ、まも;ei;protection;-;-;ei;e;;;;;ei;;;;;;
1869;貿;5;ボウ;;boo;exchange;-;-;boo;;;;;;;;;;;;
78;易;5;エキ、イ、やさ-しい;やす;"i, 	eki";"easiness; divination, augury, fortunetelling";yasa(shii);"easy, simple, light; habitual";eki;i;;;;;eki;i;;;;;
1871;暴;5;ボウ、[バク]、あば-く、あば-れる;;"boo, [baku]";"violence, force, outrage, cruelty";"aba(ku), aba(reru)";"rage, rave, fret; buck. unearth, disclose, rave, divulge, reveal; open (a grave) ";boo;baku;;;;;boo;;;;;;
80;益;5;エキ、[ヤク];ますます、ま;"eki, [yaku]";"gain, benefit, profit, use, advantage";-;-;eki;;;;;;eki;;;;;;
81;液;5;エキ;;eki;"liquid, fluid, juice, sap, secretion";-;-;eki;;;;;;eki;;;;;;
339;技;5;ギ、わざ;;gi;"art, craft; ability, skill, feat, performance";waza;"deed, act, work, art, trick, performance";gi;;;;;;gi;waza;;;;;
852;謝;5;シャ、あやま-る;;sha;"thank; apologize; decline, refuse; take one's leave ";ayama(ru);"apologize; be floored";sya;;;;;;sya;;;;;;
343;義;5;ギ;よ;gi;"justice, righteousness, morality; humanity; integrity, honor, loyalty, chivalry, devotion; meaning, significance";-;-;gi;;;;;;gi;;;;;;
